clip_id,serve_x,serve_y,distance,label
0,1106.927978515625,504.5792236328125,74.9155827942467,IN
1,630.7288818359375,513.8824462890625,19.988123833002028,IN
2,633.5992431640625,494.8258056640625,4.61226477619063,IN
3,1101.1156005859375,654.297607421875,74.9155827942467,IN
4,622.8768310546875,473.1820068359375,21.684133263606196,IN
