clip_id,serve_x,serve_y,distance,label
0,1232.7081298828125,656.8766479492188,0.04464734195423119,IN
1,1232.620849609375,656.8955078125,0.04464734195423119,IN
2,1232.7601318359375,656.43359375,0.0041744556739412636,IN
3,1232.7962646484375,656.334228515625,0.10202878707920704,OUT
4,1232.733154296875,656.5244140625,0.09836447023430561,IN
