clip_id,serve_x,serve_y,distance,label
0,492.58935546875,564.604248046875,33.58558445597905,IN
1,450.7596740722656,499.099609375,57.59947297384821,OUT
2,540.7648315429688,500.7137451171875,52.40630849388473,IN
3,509.3617248535156,561.6611328125,32.083472721050065,IN
4,840.1917724609375,207.19281005859375,0.0,IN
