clip_id,serve_x,serve_y,distance,label
0,614.0875244140625,361.5480041503906,80.97826048505117,IN
1,698.237548828125,483.4063720703125,102.9603724534931,OUT
2,729.9150390625,338.2366638183594,56.3177570393496,IN
3,728.9403076171875,339.1687316894531,54.97447057007307,IN
4,406.4211730957031,417.2496337890625,0.0,IN
