clip_id,serve_x,serve_y,distance,label
0,376.4273376464844,567.1725463867188,71.02141335491972,IN
1,865.545654296875,697.0426025390625,187.66027394849493,IN
2,308.9422912597656,692.1602783203125,71.02141335491972,IN
3,744.251220703125,341.86212158203125,187.66027394849493,IN
