clip_id,serve_x,serve_y,distance,label
0,417.71990966796875,655.73095703125,82.33997432710721,IN
1,874.4925537109375,453.235595703125,94.18728466259995,IN
2,642.8590087890625,564.8416748046875,175.44169080063196,OUT
3,923.96484375,557.63525390625,114.8566362936765,IN
4,291.1076965332031,550.4274291992188,82.33997432710721,IN
