clip_id,serve_x,serve_y,distance,label
0,860.012451171875,518.6962890625,121.44452823841667,IN
2,462.5128173828125,295.6684875488281,74.67723895034933,IN
3,427.43048095703125,440.8442077636719,74.67723895034933,IN
4,711.8989868164062,326.19305419921875,121.44452823841667,IN
