clip_id,serve_x,serve_y,distance,label
0,653.8643188476562,221.19113159179688,134.09335772959955,OUT
1,883.1598510742188,549.0029907226562,0.0,IN
2,764.25732421875,403.7360534667969,79.39084660096476,IN
3,732.0123291015625,323.40704345703125,11.766129235960769,IN
4,756.228271484375,387.06402587890625,60.91118849346271,IN
