clip_id,serve_x,serve_y,distance,label
0,882.2813720703125,412.4541015625,40.049161527083534,IN
1,843.5203857421875,461.18572998046875,63.04110315514584,IN
2,471.0888671875,503.846923828125,65.26933768035435,IN
3,595.478515625,464.2544860839844,65.26933768035435,IN
4,988.0800170898438,463.42889404296875,85.31732756412534,OUT
